Date,SPY,AAPL,NVDA,TLT
2020-01-03,-0.007601137475028553,-0.00977002599819997,-0.01613504306776178,0.015283156189085486
2020-01-06,0.003807996683736539,0.007936883973927309,0.004184344075697851,-0.005694509811785829
2020-01-07,-0.002815733334053345,-0.00471406883631382,0.012034071589360387,-0.004928142503573398
2020-01-08,0.005315367480793392,0.015958215594944834,0.0018738089991246257,-0.006633318457831627
2020-01-09,0.006757689671463141,0.02101822026354708,0.010922973871974832,0.003504539677529817
2020-01-10,-0.002881769432068906,0.002258335524343615,0.005335122392166983,0.008851274995965532
2020-01-13,0.006853806511366964,0.02113958173790458,0.030870872434322287,-0.0030382137903151823
2020-01-14,-0.0015259182642971445,-0.01359534374980379,-0.018828708502630565,0.005130600599947148
2020-01-15,0.0022573095538165754,-0.004294755966449783,-0.006939203327096892,0.006609922022377149
2020-01-16,0.008284167734218448,0.012448580474254968,0.01358978089311333,-0.003155238337965115
2020-01-17,0.0031076783237016124,0.011010198270677597,0.0014049159130687888,-0.008585284284359293
2020-01-21,-0.0019602658901691217,-0.00679985472303057,-0.005389797934922349,0.010450681854374764
2020-01-22,0.00012061906543696659,0.003562974087505484,0.008713853531322417,0.0035078656086168485
2020-01-23,0.0011461600227153257,0.0048044066036663806,0.010935288023620227,0.006976959729887662
2020-01-24,-0.008932740182098019,-0.0028862169340987433,-0.009456981734487528,0.008056292379784785
2020-01-27,-0.0161591640764894,-0.029846298221118502,-0.041907154060997605,0.015434791409854471
2020-01-28,0.010424621501631471,0.027896726871465848,0.03183584603566705,-0.007862080218632932
2020-01-29,-0.0008262667042649066,0.020716334428835425,-0.009847783642280037,0.009731573476556595
2020-01-30,0.0032400007861934197,-0.0014499674032166336,0.001098852274088178,0.0001380827362534581
2020-01-31,-0.018324734003195862,-0.04535208512473889,-0.038906568264229405,0.009088686694712893
2020-02-03,0.007401186230148339,-0.002750044305772325,0.016360797274751315,-0.0008105839452407359
2020-02-04,0.015126251163806037,0.03248030422416274,0.027901597701512997,-0.01355860767317735
2020-02-05,0.011481664374221217,0.008121134054426497,0.014581719317635994,-0.010994683793654978
2020-02-06,0.0033595605512676497,0.011629339609871335,0.013821506356180702,0.004496614779778545
2020-02-07,-0.005344136080370133,-0.013685735473072357,-0.010517037560541087,0.012400687476401075
2020-02-10,0.007437559725777095,0.004737819463209925,0.04423908334570577,0.0027656892968667417
2020-02-11,0.0017314103813443442,-0.006051595006857376,0.01853637267936006,-0.0050535739368427375
2020-02-12,0.006422176863488216,0.023470178996569894,0.01720904444712656,-0.005078035765635368
2020-02-13,-0.0010676015093401268,-0.007146405494079375,-0.006478471814324439,0.0038285445285517247
2020-02-14,0.0016008271839823617,0.000246257882419948,0.06784966362268276,0.00436804357197565
2020-02-18,-0.0025800603248403056,-0.018480140758603818,0.023127058367789218,0.006825321515736281
2020-02-19,0.004769774827378112,0.0143788646637132,0.05933633744241581,-6.88764539669822e-05
2020-02-20,-0.004116747364512104,-0.010311763890266428,-0.019249937763912834,0.007803144458864645
2020-02-21,-0.0103516505025846,-0.022895298361951307,-0.048551968353053955,0.009297166364844428
2020-02-24,-0.0337276401746692,-0.04866583275477152,-0.07332100082272903,0.014818489959603985
2020-02-25,-0.030770822659924008,-0.0344590157573129,-0.04196184740457658,0.005310471773876221
2020-02-26,-0.0036852818419682164,0.015739172302667227,0.02114527978619219,-0.005310471773876341
2020-02-27,-0.04595147442677069,-0.0676026658995891,-0.057275112578968244,0.010790248460024963
2020-02-28,-0.00421025103618635,-0.0005852227951250203,0.06687396890672687,0.022331946793579388
2020-03-02,0.04239531675350549,0.08901849628170684,0.023276513807908263,-0.007384691886076168
2020-03-03,-0.029050724988709115,-0.03227457861730971,-0.03887518831533898,0.015406222685710716
2020-03-04,0.041173574478300855,0.045341152981446205,0.06768581016209604,-0.01067552874574292
2020-03-05,-0.03380678186787641,-0.032975004003799345,-0.040235057981438865,0.02458722785192404
2020-03-06,-0.016669167649774625,-0.013368847656278864,-0.026886595833914253,0.05073483431116839
2020-03-09,-0.08131266562394739,-0.08239549907425477,-0.08059412931407779,0.026742681885102572
2020-03-10,0.05045107643167421,0.06954643460151885,0.06177420237681556,-0.05261870317676504
2020-03-11,-0.04997732362682801,-0.03534809972987091,-0.05758649800005291,-0.037492092797809226
2020-03-12,-0.10056845755450006,-0.10397770625620503,-0.130527616288322,0.006177582544802221
2020-03-13,0.08202810722506845,0.11315741195948822,0.1074200961656917,-0.022862224558390768
2020-03-16,-0.1158866680304063,-0.13770799664400338,-0.20397947754426327,0.06275496854172573
2020-03-17,0.052584827757512276,0.043030898837410445,0.10098762949469986,-0.0690108496297534
2020-03-18,-0.0519598557368527,-0.02478459938309741,-0.06882216962129124,-0.05806579689062878
2020-03-19,0.0021228188036048526,-0.007691622315539338,0.04883242756331134,0.02686126455817684
2020-03-20,-0.044050323905539354,-0.06559024029407153,-0.03448932768100734,0.07250255731666609
2020-03-23,-0.02590055166568337,-0.021473111039288936,0.03317369919370788,0.040383191717319036
2020-03-24,0.08673084457226672,0.09560597916238056,0.15833989438931506,-0.018790222678267833
